OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
12301,1982,CA,CCO,LAC,PALMDALE FIRE,00763755,1982/05/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,305.7605896,,1,00000082
12302,1982,CA,CCO,LAC,RED ROVER FIRE,00938019,1982/08/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,70.92049408,,1,00000082
12303,1982,CA,CCO,LAC,HASLEY FIRE,00927624,1982/08/02 00:00:00+00,1970/01/01 00:00:00+00,14,,,436.21478271,,1,00000782
12304,1982,CA,CCO,LAC,SAND FIRE,00831236,1982/08/10 00:00:00+00,1970/01/01 00:00:00+00,14,,,168.96165466,,1,00000082
12305,1982,CA,CCO,LAC,DAYTON CANYON FIRE,00927518,1982/10/09 00:00:00+00,1970/01/01 00:00:00+00,14,,,43097.43359375,,1,00000482
12306,1982,CA,CCO,LAC,HIGHLANDS FIRE,00936832,1982/09/07 00:00:00+00,1970/01/01 00:00:00+00,14,,,187.59040833,,1,00000382
12307,1982,CA,CCO,LAC, ,00000000,1982/09/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,42.83737946,,1,00000000
12308,1982,CA,CCO,LAC, ,00000000,1982/10/09 00:00:00+00,1970/01/01 00:00:00+00,14,,,8.72366238,,1,00000000
12309,1982,CA,CCO,LAC, ,00000000,1982/07/05 00:00:00+00,1970/01/01 00:00:00+00,14,,,3.45916557,,1,00000000
12310,1982,CA,CCO,LAC, ,00000000,1982/10/09 00:00:00+00,1970/01/01 00:00:00+00,14,,,17.14978409,,1,00000000
12311,1982,CA,CCO,LAC, ,00000000,1982/07/10 00:00:00+00,1970/01/01 00:00:00+00,14,,,72.26357269,,1,00000000
12312,1982,CA,CDF,SLU,PHELAN,00000000,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,714.09777832,,1,00000000
12313,1982,CA,CDF,SLU,EAGLE ROCK,00001153,1982/08/14 00:00:00+00,1970/01/01 00:00:00+00,2,,,231.53865051,,1,00000000
12314,1982,CA,USF,SRF, ,00000000,1982/05/04 00:00:00+00,1970/01/01 00:00:00+00,2,,,2.98737025,,1,00100814
12315,1982,CA,USF,SRF, ,00000000,1982/08/21 00:00:00+00,1970/01/01 00:00:00+00,5,,,296.71520996,,1,00100855
12316,1982,CA,CDF,SLU,DIABLO CANYON,00000000,1982/10/16 00:00:00+00,1970/01/01 00:00:00+00,14,,,1794.10559082,,1,00000000
12317,1982,CA,USF,KNF,THOMPSON,00000000,1982/06/20 00:00:00+00,1970/01/01 00:00:00+00,1,,,11.48330498,,1,00000070
12318,1982,CA,USF,KNF,DUTCH,00000000,1982/07/11 00:00:00+00,1982/07/13 00:00:00+00,5,,21,17.25922203,8,1,00000100
12319,1982,CA,USF,KNF,VANN,00000000,1982/10/12 00:00:00+00,1982/10/14 00:00:00+00,5,,106,131.32499695,8,1,00000129
12320,1982,CA,CCO,VNC,HALL,00000000,1982/10/08 00:00:00+00,1970/01/01 00:00:00+00,14,,,2648.49487305,,1,00000000
12321,1983,CA,CDF,BTU,MUNJAR,00001753,1983/06/17 00:00:00+00,1970/01/01 00:00:00+00,5,,,3451.91723633,,1,00000168
12322,1983,CA,CDF,LMU,BLM #365,00000067,1983/07/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,303.19497681,,1,00000033
12323,1983,CA,CDF,SCU,CAT,00000453,1983/06/10 00:00:00+00,1970/01/01 00:00:00+00,2,,,503.13839722,,1,00000087
12324,1983,CA,CDF,AEU,CLAY,00000976,1983/07/06 00:00:00+00,1970/01/01 00:00:00+00,2,,,404.80877686,,1,00000173
12325,1983,CA,CDF,LNU,CLEEK,00001953,1983/08/07 00:00:00+00,1970/01/01 00:00:00+00,7,,,219.61831665,,1,00000253
12326,1983,CA,CDF,SCU,DEL VALLE P.G.&E.,00000745,1983/07/12 00:00:00+00,1970/01/01 00:00:00+00,2,,,4713.36914063,,1,00000218
12327,1983,CA,CDF,TCU,GREGORY,00000880,1983/06/24 00:00:00+00,1970/01/01 00:00:00+00,14,,,271.02453613,,1,00000260
12328,1983,CA,CDF,BTU,HAMLIN CANYON,00001290,1983/09/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,2633.67993164,,1,00000396
12329,1983,CA,CDF,MMU,LIGHTNING #7,00000911,1983/08/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,704.8414917,,1,00000241
12330,1983,CA,CDF,LNU,MARCH #2,00002188,1983/09/11 00:00:00+00,1970/01/01 00:00:00+00,5,,,712.6026001,,1,00000327
12331,1983,CA,CCO,LAC,SIXTY SIX FIRE,00961174,1983/05/26 00:00:00+00,1970/01/01 00:00:00+00,14,,,128.72302246,,1,00000383
12332,1983,CA,CCO,LAC,SECOND FIRE,00961176,1983/07/26 00:00:00+00,1970/01/01 00:00:00+00,14,,,439.83016968,,1,00004383
12333,1983,CA,CDF,MVU,EUCLID,00001023,1983/07/13 00:00:00+00,1970/01/01 00:00:00+00,2,,,402.00137329,,1,00000298
12334,1983,CA,USF,CNF,MCCAIN,00000000,1983/08/01 00:00:00+00,1970/01/01 00:00:00+00,1,,,192.71705627,,1,00000010
12335,1983,CA,USF,CNF,DEHESA #7,00000000,1983/08/02 00:00:00+00,1970/01/01 00:00:00+00,9,,,59.61489487,,1,00000011
12336,1983,CA,USF,CNF,CARRIZO,00000000,1983/06/18 00:00:00+00,1970/01/01 00:00:00+00,9,,,664.80834961,,1,00000002
12337,1983,CA,USF,CNF,SYCAMORE,00000000,1983/10/11 00:00:00+00,1970/01/01 00:00:00+00,9,,,49.12501907,,1,00000021
12338,1983,CA,CDF,MVU,CEDAR,00001553,1983/09/10 00:00:00+00,1970/01/01 00:00:00+00,3,,,292.14971924,,1,00000569
12339,1983,CA,USF,KNF,BEAR,00000000,1983/07/13 00:00:00+00,1983/07/15 00:00:00+00,8,,270,308.09365845,8,1,00000030
12340,1984,CA,CDF,SCU,580/VIEIRA,00000984,1984/07/10 00:00:00+00,1970/01/01 00:00:00+00,2,,,807.60174561,,1,00000338
12341,1984,CA,CDF,LMU,BECKWITH (TAHOE NF),00000341,1984/07/30 00:00:00+00,1970/01/01 00:00:00+00,14,,,343.78570557,,1,00000115
12342,1984,CA,CDF,BTU,BIDWELL,00002258,1984/07/02 00:00:00+00,1970/01/01 00:00:00+00,14,,,6192.22412109,,1,00000268
12343,1984,CA,CDF,LMU,BLM D-354,00000463,1984/08/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,309.55496216,,1,00000161
12344,1984,CA,CDF,SCU,CORRAL HOLLOW,00000759,1984/06/22 00:00:00+00,1970/01/01 00:00:00+00,2,,,431.22360229,,1,00000222
12345,1984,CA,CDF,NEU,CURTIS,00001787,1984/06/29 00:00:00+00,1970/01/01 00:00:00+00,14,,,876.61218262,,1,00010075
12346,1984,CA,CDF,SCU,NUNES,00000584,1984/06/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,221.81568909,,1,00000148
12347,1984,CA,CDF,MMU,ROCKY VILLAGE,00000457,1984/05/29 00:00:00+00,1970/01/01 00:00:00+00,14,,,212.78398132,,1,00000142
12348,1983,CA,CCO,LAC,THE MURPHY FIRE,00961174,1983/06/02 00:00:00+00,1970/01/01 00:00:00+00,14,,,58.47364426,,1,00003383
12349,1983,CA,CCO,LAC,THE O'CONNELL FIRE,00961174,1983/06/07 00:00:00+00,1970/01/01 00:00:00+00,14,,,158.44496155,,1,00005783
12350,1983,CA,CCO,LAC,BARN FIRE,00967925,1983/07/13 00:00:00+00,1970/01/01 00:00:00+00,14,,,129.23928833,,1,00000383
12351,1983,CA,CCO,LAC,ALPINE FIRE,00969238,1983/07/15 00:00:00+00,1970/01/01 00:00:00+00,14,,,1656.36645508,,1,00000183
12352,1983,CA,CCO,LAC,DUMP FIRE,00002415,1983/07/25 00:00:00+00,1970/01/01 00:00:00+00,14,,,201.38975525,,1,00000983
12353,1983,CA,CCO,LAC,MARY FIRE,00928019,1983/07/12 00:00:00+00,1970/01/01 00:00:00+00,14,,,120.5426178,,1,00000183
12354,1983,CA,CCO,LAC,SLOAN FIRE,00927624,1983/07/11 00:00:00+00,1970/01/01 00:00:00+00,14,,,225.19944763,,1,00000483
12355,2003,CA,USF,ANF,ROWHER,00000000,2003/08/17 00:00:00+00,2003/08/17 00:00:00+00,2,,60,68.42754364,8,1,00000116
12356,1992,CA,USF,MDF,ESSEX,00000000,1992/08/16 00:00:00+00,1992/08/17 00:00:00+00,1,,25,14.24308395,8,1,00000166
12357,1992,CA,USF,MDF,CAMP,00000000,1992/06/22 00:00:00+00,1992/06/25 00:00:00+00,1,,187,195.29678345,8,1,00000057
12358,1992,CA,USF,MDF,TIMBER,00000000,1992/06/22 00:00:00+00,1992/06/25 00:00:00+00,1,,1385,1256.38952637,8,1,00000050
12359,2001,CA,CDF,SCU,DEL VALLE,00003376,2001/08/08 00:00:00+00,1970/01/01 00:00:00+00,2,,,117.64470673,,1,00000327
12360,2001,CA,CDF,MEU,BUS,00006552,2001/08/27 00:00:00+00,1970/01/01 00:00:00+00,5,,,241.6509552,,1,00000243
12361,2001,CA,CDF,MEU,MILL CREEK,00004897,2001/07/08 00:00:00+00,1970/01/01 00:00:00+00,7,,,47.56966782,,1,00000138
12362,2001,CA,CDF,MEU,MEDICINE,00006528,2001/08/19 00:00:00+00,1970/01/01 00:00:00+00,14,,,68.39820862,,1,00000231
12363,2001,CA,CDF,MEU,RIDGE,00004411,2001/06/23 00:00:00+00,1970/01/01 00:00:00+00,2,,,630.56439209,,1,00000113
12364,2001,CA,CDF,FKU,BUTTER,00005918,2001/05/26 00:00:00+00,1970/01/01 00:00:00+00,2,,,53.86519623,,1,00000074
12365,2001,CA,CDF,FKU,CLARK,00006014,2001/05/28 00:00:00+00,1970/01/01 00:00:00+00,11,,,15.11349487,,1,00000077
12366,2001,CA,CDF,FKU,LODGE,00007095,2001/06/20 00:00:00+00,1970/01/01 00:00:00+00,7,,,15.17096043,,1,00000107
12367,2001,CA,CDF,FKU,PIEDRA,00008265,2001/07/13 00:00:00+00,1970/01/01 00:00:00+00,11,,,14.26093197,,1,00000131
12368,2001,CA,CDF,FKU,TOLLHOUSE,00008928,2001/07/27 00:00:00+00,1970/01/01 00:00:00+00,11,,,48.88433838,,1,00000139
12369,2001,CA,CDF,FKU,QUARRY,00009259,2001/08/03 00:00:00+00,1970/01/01 00:00:00+00,11,,,8.89964962,,1,00000146
12370,1983,CA,CCO,LAC,GODDE RANCH FIRE,00928442,1983/07/19 00:00:00+00,1970/01/01 00:00:00+00,14,,,250.5093689,,1,00000683
12371,1983,CA,CCO,LAC,90TH ST FIRE,00967923,1983/07/05 00:00:00+00,1970/01/01 00:00:00+00,14,,,198.54528809,,1,00000983
12372,1983,CA,CCO,LAC, ,00000000,1983/07/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,50.07909012,,1,00000000
12373,1983,CA,CCO,LAC, ,00000000,1983/07/17 00:00:00+00,1970/01/01 00:00:00+00,14,,,44.21382904,,1,00000000
12374,1983,CA,CCO,LAC, ,00000000,1983/07/17 00:00:00+00,1970/01/01 00:00:00+00,14,,,2.47031426,,1,00000000
12375,1983,CA,CCO,LAC, ,00000000,1983/08/08 00:00:00+00,1970/01/01 00:00:00+00,14,,,2.64699054,,1,00000000
12376,1983,CA,CCO,LAC,LOPER FIRE,00000000,1983/08/30 00:00:00+00,1970/01/01 00:00:00+00,14,,,208.44165039,,1,00000000
12377,2001,CA,CDF,FKU,HILL,00006210,2001/06/01 00:00:00+00,1970/01/01 00:00:00+00,2,,,27.09624481,,1,00000086
12378,2000,CA,CCO,MRN,ELVIA,00001205,2000/07/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,4.6961112,,1,00000000
12379,1973,CA,USF,MDF,LAVA,00000000,1973/07/11 00:00:00+00,1973/07/13 00:00:00+00,1,,520,528.74212646,8,1,00000063
12380,1973,CA,USF,MDF,CASUSE,00000000,1973/08/22 00:00:00+00,1973/08/22 00:00:00+00,5,,179,167.76022339,8,1,00000124
12381,1985,CA,USF,BDF, ,00000000,1985/09/03 00:00:00+00,1985/09/03 00:00:00+00,7,,70,143.93598938,8,1,00000179
12382,1985,CA,USF,ENF, ,00000000,1985/08/07 00:00:00+00,1985/08/07 00:00:00+00,4,,19,19.67564201,8,1,00000063
12383,1985,CA,USF,ENF, ,00000000,1985/08/10 00:00:00+00,1985/08/12 00:00:00+00,9,,207,224.23344421,8,1,00000066
12384,1985,CA,USF,SHF,TWELVE,00000000,1985/05/02 00:00:00+00,1985/05/03 00:00:00+00,5,,230,328.14230347,8,1,00000013
12385,1985,CA,USF,SHF,DELTA,00000000,1985/07/18 00:00:00+00,1985/07/21 00:00:00+00,4,,1620,1783.08435059,8,1,00000105
12386,1985,CA,USF,PNF, ,00000000,1985/06/19 00:00:00+00,1985/06/22 00:00:00+00,1,,115,43.31613541,8,1,00000040
12387,1985,CA,USF,PNF, ,00000000,1985/07/07 00:00:00+00,1985/07/08 00:00:00+00,1,,12,16.84367752,8,1,00000052
12388,1985,CA,USF,SNF,MAMMOTH,00000000,1985/07/02 00:00:00+00,1985/07/04 00:00:00+00,7,,580,764.29370117,8,1,00000038
12389,1985,CA,USF,SNF,TOLLHOUSE,00000000,1985/07/15 00:00:00+00,1985/07/16 00:00:00+00,7,,39,37.42604446,8,1,00000049
12390,1985,CA,USF,INF, ,00000000,1985/08/17 00:00:00+00,1985/08/17 00:00:00+00,3,,215,212.24473572,8,1,00000070
12391,1985,CA,USF,MNF, ,00000000,1985/07/26 00:00:00+00,1985/07/30 00:00:00+00,1,,30,26.12452126,8,1,00000011
12392,1985,CA,USF,MNF, ,00000000,1985/07/26 00:00:00+00,1985/07/27 00:00:00+00,1,,15,9.33523655,8,1,00000010
12393,1985,CA,USF,SQF,CONVERSE,00000000,1985/07/05 00:00:00+00,1985/07/08 00:00:00+00,3,,25,13.81364918,8,1,00000028
12394,1985,CA,USF,SQF,SIERRA,00000000,1985/07/13 00:00:00+00,1985/07/14 00:00:00+00,2,,50,101.12378693,8,1,00000036
12395,1985,CA,USF,SQF,PACKER,00000000,1985/06/30 00:00:00+00,1985/07/02 00:00:00+00,3,,15,7.32125759,8,1,00000026
12396,1974,CA,USF,SRF, ,00000000,1974/08/19 00:00:00+00,1974/08/19 00:00:00+00,8,,4,3.98295331,8,1,00000067
12397,1974,CA,USF,SRF, ,00000000,1974/07/31 00:00:00+00,1974/08/01 00:00:00+00,3,,340,322.39685059,8,1,00000035
12398,1972,CA,USF,CNF,SILL,00000000,1972/05/02 00:00:00+00,1972/05/03 00:00:00+00,4,,110,112.30429077,8,1,00000010
12399,2001,CA,USF,BDF,SHELBY,00000000,2001/07/27 00:00:00+00,2001/07/29 00:00:00+00,6,,720,531.46850586,6,1,00000090
12400,2001,CA,USF,SQF,HIGHWAY,00000000,2001/07/03 00:00:00+00,2001/09/30 00:00:00+00,7,,4150,4151.23730469,8,1,00000055
12401,1999,CA,USF,ANF,SHINN,00000000,1999/08/25 00:00:00+00,1999/08/29 00:00:00+00,9,,656,352.73532104,8,1,00000218
12402,1999,CA,USF,SQF,RICHBAR COMPLEX,00000000,1999/09/08 00:00:00+00,1999/09/11 00:00:00+00,9,,2570,2642.69458008,8,1,00000070
12403,1999,CA,USF,LPF,KIRK,00000000,1999/09/08 00:00:00+00,1999/11/12 00:00:00+00,1,,86700,85834.9140625,8,1,00000068
12404,1999,CA,USF,ENF,BIG MT RX ESCAPE,00000000,1999/11/29 00:00:00+00,1999/11/30 00:00:00+00,5,,20,36.79663086,8,1,00000132
12405,1999,CA,USF,ENF,JAKE,00000000,1999/09/10 00:00:00+00,1999/09/03 00:00:00+00,1,,11,10.83812046,8,1,00000094
12406,1999,CA,USF,ENF,SADDLE,00000000,1999/10/17 00:00:00+00,1999/10/17 00:00:00+00,9,,10,10.07388687,8,1,00000121
12407,1970,CA,USF,BDF, ,00000000,1970/09/06 00:00:00+00,1970/09/08 00:00:00+00,4,,1445,1482.72583008,8,1,00000207
12408,1970,CA,USF,PNF, ,00000000,1970/08/09 00:00:00+00,1970/08/10 00:00:00+00,9,,161,94.32393646,8,1,00000138
12409,1970,CA,USF,PNF,HECKER,00000000,1970/06/02 00:00:00+00,1970/06/04 00:00:00+00,1,,45,35.48953629,8,1,00000022
12410,1973,CA,USF,PNF, ,00000000,1973/07/14 00:00:00+00,1973/07/15 00:00:00+00,1,,15,6.34361362,8,1,00000157
12411,1973,CA,USF,PNF, ,00000000,1973/07/26 00:00:00+00,1973/07/27 00:00:00+00,1,,80,63.63176346,8,1,00000189
12412,1973,CA,USF,PNF, ,00000000,1973/06/28 00:00:00+00,1973/06/29 00:00:00+00,1,,90,94.97398376,8,1,00000135
12413,1973,CA,USF,PNF, ,00000000,1973/02/23 00:00:00+00,1973/02/23 00:00:00+00,6,,89,47.68032837,8,1,00000180
12414,2000,CA,CCO,LAC,ORCAS,00001864,2000/10/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,35.40879822,,1,00059000
12415,2000,CA,CCO,LAC,CALABASAS,00001008,2000/06/12 00:00:00+00,1970/01/01 00:00:00+00,14,,,1074.32531738,,1,00045000
12416,2000,CA,CCO,LAC,BURKE,00002298,2000/02/25 00:00:00+00,1970/01/01 00:00:00+00,14,,,171.88671875,,1,00042000
12417,2000,CA,CDF,MMU,I-5,00009840,2000/07/07 00:00:00+00,1970/01/01 00:00:00+00,10,,,199.84352112,,1,00000220
12418,2000,CA,CDF,MVU,BEELER,00000000,2000/06/04 00:00:00+00,1970/01/01 00:00:00+00,14,,,269.30337524,,1,00000000
12419,2000,CA,CDF,NEU,DRIVERS,00001875,2000/08/02 00:00:00+00,1970/01/01 00:00:00+00,3,,,348.92333984,,1,00000508
12420,2000,CA,CDF,NEU,AMERICAN,00013624,2000/08/27 00:00:00+00,1970/01/01 00:00:00+00,14,,,148.40905762,,1,00000645
12421,2000,CA,CCO,ORC,TRW,00050963,2000/09/11 00:00:00+00,1970/01/01 00:00:00+00,14,,,445.11553955,,1,00000000
12422,2000,CA,CCO,ORC,RACETRACK,00071081,2000/12/18 00:00:00+00,1970/01/01 00:00:00+00,2,,,51.68972778,,1,00000000
12423,2000,CA,CDF,RRU,MORENO,00046319,2000/07/20 00:00:00+00,1970/01/01 00:00:00+00,14,,,41.69081879,,1,00001099
12424,2000,CA,CDF,RRU,PECHANGA,00048329,2000/07/29 00:00:00+00,1970/01/01 00:00:00+00,14,,,11733.98144531,,1,00000000
12425,2000,CA,CDF,RRU,BLACK RANCH,00058237,2000/09/09 00:00:00+00,1970/01/01 00:00:00+00,2,,,443.84625244,,1,00001454
12426,2000,CA,CDF,SLU,SHEDD,00002162,2000/05/31 00:00:00+00,1970/01/01 00:00:00+00,14,,,69.65020752,,1,00000117
12427,2000,CA,CDF,SLU,ROCKY,00004095,2000/09/16 00:00:00+00,1970/01/01 00:00:00+00,14,,,13.69914055,,1,00000121
12428,2000,CA,CDF,SLU,OCONNER,00003032,2000/07/17 00:00:00+00,1970/01/01 00:00:00+00,14,,,1.81976843,,1,00000122
12429,2000,CA,CDF,SLU,CYPRESS,00003570,2000/08/16 00:00:00+00,1970/01/01 00:00:00+00,14,,,179.78411865,,1,00000123
12430,2000,CA,CDF,SLU,DIABLO,00001232,2000/04/01 00:00:00+00,1970/01/01 00:00:00+00,14,,,9.45535755,,1,00000115
12431,1988,CA,USF,MDF,HORSE,00000000,1988/08/11 00:00:00+00,1988/08/11 00:00:00+00,1,,25,7.59638739,8,1,00000150
12432,1988,CA,USF,SHF,SCOOTER,00000000,1988/09/09 00:00:00+00,1988/09/11 00:00:00+00,2,,143,146.66362,8,1,00000213
12433,1988,CA,USF,SRF, ,00000000,1988/08/13 00:00:00+00,1988/08/13 00:00:00+00,2,,6,5.97443151,8,1,00000022
12434,1988,CA,USF,SRF,NELSON,00000000,1988/08/18 00:00:00+00,1988/08/18 00:00:00+00,9,,25,17.55058479,8,1,00000025
12435,1988,CA,USF,KNF,EAGLE,00000000,1988/07/30 00:00:00+00,1988/08/03 00:00:00+00,1,,150,105.77193451,8,1,00000082
12436,1988,CA,USF,KNF,SUGAR HILL,00000000,1988/09/02 00:00:00+00,1988/09/03 00:00:00+00,2,,12,19.1365757,8,1,00000177
12437,1989,CA,USF,ENF, ,00000000,1989/04/11 00:00:00+00,1989/04/12 00:00:00+00,5,,14,12.38822937,8,1,00000001
12438,1989,CA,USF,ENF, ,00000000,1989/11/20 00:00:00+00,1989/11/20 00:00:00+00,5,,19.5,18.28046227,8,1,00000119
12439,1989,CA,USF,ENF, ,00000000,1989/09/03 00:00:00+00,1989/09/03 00:00:00+00,3,,10,8.22828865,8,1,00000102
12440,1989,CA,USF,ENF, ,00000000,1989/12/29 00:00:00+00,1989/12/29 00:00:00+00,5,,20,15.86557388,8,1,00000120
12441,1989,CA,USF,SHF, ,00000000,1989/09/12 00:00:00+00,1989/09/16 00:00:00+00,2,,640,623.04174805,8,1,00000078
12442,1989,CA,USF,PNF,LAYMAN,00000000,1989/09/06 00:00:00+00,1989/09/12 00:00:00+00,9,,4945,4449.13574219,8,1,00000100
12443,1989,CA,USF,PNF,RACK,00000000,1989/07/08 00:00:00+00,1989/07/12 00:00:00+00,9,,3250,1399.10473633,8,1,00000020
12444,1989,CA,USF,PNF, ,00000000,1989/11/09 00:00:00+00,1989/11/10 00:00:00+00,5,,12,53.9994545,8,1,00000121
12445,1989,CA,USF,SNF,MAGOON,00000000,1989/07/23 00:00:00+00,1989/07/23 00:00:00+00,8,,30,30.4058876,8,1,00000066
12446,1989,CA,USF,SNF,POWDERHOUSE,00000000,1989/07/28 00:00:00+00,1989/08/03 00:00:00+00,7,,11680,11800.00976563,8,1,00000074
12447,1989,CA,USF,SNF,BALCH,00000000,1989/07/29 00:00:00+00,1989/08/09 00:00:00+00,7,,7550,8383.67382813,8,1,00000076
12448,1989,CA,USF,SNF,JACKPOT,00000000,1989/09/09 00:00:00+00,1989/09/11 00:00:00+00,9,,35,22.64079666,8,1,00000260
12449,1989,CA,USF,INF, ,00000000,1989/07/22 00:00:00+00,1989/07/24 00:00:00+00,1,,10,22.48193359,8,1,00000068
12450,1989,CA,USF,INF, ,00000000,1989/08/07 00:00:00+00,1989/08/08 00:00:00+00,1,,65,76.73246765,8,1,00000082
12451,1996,CA,CDF,MVU,PALA,00003365,1996/05/17 00:00:00+00,1970/01/01 00:00:00+00,11,,,466.71939087,,1,00000540
12452,1996,CA,CDF,MVU,RINCON,00007991,1996/10/21 00:00:00+00,1970/01/01 00:00:00+00,2,,,1983.77038574,,1,00001508
12453,1999,CA,CDF,TGU,TUSCAN,00002679,1999/08/23 00:00:00+00,1970/01/01 00:00:00+00,1,,,369.51342773,,1,00000216
12454,1999,CA,CDF,TGU,SPRING,00002680,1999/08/23 00:00:00+00,1970/01/01 00:00:00+00,1,,,6456.05273438,,1,00000217
12455,1999,CA,CDF,TGU,JELLYS 2,00002699,1999/08/23 00:00:00+00,1970/01/01 00:00:00+00,1,,,1039.5369873,,1,00000229
12456,1999,CA,CDF,TGU,JELLYS 1,00002692,1999/08/23 00:00:00+00,1970/01/01 00:00:00+00,1,,,579.50299072,,1,00000224
12457,1999,CA,CDF,TGU,RED,00001711,1999/06/22 00:00:00+00,1970/01/01 00:00:00+00,2,,,1455.41088867,,1,00000113
12458,1999,CA,CDF,TGU,NEW,00002843,1999/09/03 00:00:00+00,1970/01/01 00:00:00+00,3,,,174.63235474,,1,00000254
12459,1999,CA,CDF,TGU,GUN,00002934,1999/09/11 00:00:00+00,1970/01/01 00:00:00+00,14,,,108.2572403,,1,00000264
12460,1999,CA,CDF,TGU,BUTTE MT,00001975,1999/07/06 00:00:00+00,1970/01/01 00:00:00+00,2,,,188.0328064,,1,00000138
12461,1984,CA,CDF,SLU,CRIPPLE,00002126,1984/09/04 00:00:00+00,1970/01/01 00:00:00+00,14,,,122.94539642,,1,00000000
12462,1984,CA,USF,KNF,TECNOR,00000000,1984/07/18 00:00:00+00,1970/01/01 00:00:00+00,1,,,21.36742783,,1,00000043
12463,1984,CA,USF,KNF,LIME,00000000,1984/08/02 00:00:00+00,1984/08/03 00:00:00+00,4,,120,170.37654114,8,1,00000063
12464,1984,CA,CDF,SKU,BOLAM,00000589,1984/11/01 00:00:00+00,1970/01/01 00:00:00+00,5,,,284.12045288,,1,00000194
12465,1984,CA,CDF,LNU,NICE,00001929,1984/07/11 00:00:00+00,1970/01/01 00:00:00+00,9,,,477.8258667,,1,00000249
12466,1985,CA,CDF,AEU,8 MILE,00001836,1985/08/09 00:00:00+00,1970/01/01 00:00:00+00,9,,,812.95031738,,1,00000459
12467,1985,CA,CDF,AEU,AMADOR,00001397,1985/07/09 00:00:00+00,1970/01/01 00:00:00+00,2,,,587.67419434,,1,00000322
12468,1985,CA,CDF,LNU,BALD MT.,00003906,1985/10/08 00:00:00+00,1970/01/01 00:00:00+00,14,,,5918.96289063,,1,00000491
12469,1985,CA,CDF,LMU,BASS,00000304,1985/08/07 00:00:00+00,1970/01/01 00:00:00+00,2,,,2382.03515625,,1,00000127
12470,1985,CA,CDF,TCU,CARTER,00001891,1985/07/06 00:00:00+00,1970/01/01 00:00:00+00,14,,,745.17895508,,1,00000482
12471,1985,CA,CDF,SCU,DEVIL,00000837,1985/06/06 00:00:00+00,1970/01/01 00:00:00+00,2,,,280.6399231,,1,00000130
12472,1985,CA,CDF,NEU,DOG BAR,00002313,1985/07/09 00:00:00+00,1970/01/01 00:00:00+00,3,,,186.94488525,,1,00000698
12473,1985,CA,CDF,SCU,DUNNE,00001260,1985/07/08 00:00:00+00,1970/01/01 00:00:00+00,2,,,47.85308075,,1,00000274
12474,1985,CA,CDF,SCU,FINLEY,00001267,1985/07/08 00:00:00+00,1970/01/01 00:00:00+00,7,,,2057.14282227,,1,00000280
12475,1985,CA,CDF,SCU,FRANKLIN SERIES,00001190,1985/07/04 00:00:00+00,1970/01/01 00:00:00+00,2,,,538.8059082,,1,00000252
12476,1985,CA,CDF,TCU,GANN,00001886,1985/07/04 00:00:00+00,1970/01/01 00:00:00+00,14,,,1004.12316895,,1,00000477
12477,1985,CA,CDF,TCU,GRIZZLY,00001853,1985/07/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,485.58679199,,1,00000462
12478,1985,CA,CDF,LNU,HIDDEN VALLEY,00002456,1985/09/07 00:00:00+00,1970/01/01 00:00:00+00,14,,,1032.27087402,,1,00000308
12479,1985,CA,CDF,TCU,HUCKLEBERRY,00001347,1985/05/30 00:00:00+00,1970/01/01 00:00:00+00,14,,,459.25646973,,1,00000304
12480,1985,CA,CDF,MEU,IRON PEAK,00000624,1985/07/09 00:00:00+00,1970/01/01 00:00:00+00,8,,,902.66925049,,1,00000170
12481,1988,CA,USF,CNF,OTAY #10,00000000,1988/07/14 00:00:00+00,1970/01/01 00:00:00+00,9,,,39.82625961,,1,00000010
12482,2002,CA,USF,ENF,BALTIC,00000000,2002/11/25 00:00:00+00,2002/11/25 00:00:00+00,5,,19,18.7690258,6,1,00000096
12483,2002,CA,USF,BDF,LYTLE,00000000,2002/08/29 00:00:00+00,1970/01/01 00:00:00+00,7,,554,555.21057129,8,1,00000129
12484,1986,CA,USF,MNF, ,00000000,1986/11/03 00:00:00+00,1986/11/03 00:00:00+00,5,,450,368.78942871,8,1,00000015
12485,1986,CA,CCO,LAC,LEONA FIRE,00931401,1986/07/03 00:00:00+00,1970/01/01 00:00:00+00,14,,,932.85546875,,1,00004986
