OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
1,2007,CA,CCO,LAC,OCTOBER,00246393,2007/10/21 00:00:00+00,2007/10/23 00:00:00+00,14,,,25.73671341,8,1,00233414
2,2007,CA,CCO,LAC,MAGIC,00233077,2007/10/22 00:00:00+00,2007/10/25 00:00:00+00,14,,,2824.87719727,8,1,00233077
3,2007,CA,USF,ANF,RANCH,00000166,2007/10/20 00:00:00+00,2007/11/15 00:00:00+00,2,,54716,58410.3359375,7,1,00000166
4,2007,CA,CCO,LAC,EMMA,00201384,2007/09/11 00:00:00+00,2007/09/11 00:00:00+00,14,,,172.21495056,8,1,00201384
5,2007,CA,CCO,LAC,CORRAL,00259483,2007/11/24 00:00:00+00,2007/11/27 00:00:00+00,14,,,4707.99707031,8,1,00259483
6,2007,CA,CCO,LAC,GORMAN,00109398,2007/05/19 00:00:00+00,2007/05/22 00:00:00+00,14,,,2373.8449707,8,1,00109398
7,2007,CA,CCO,LAC,WEST,00148311,2007/07/07 00:00:00+00,2007/07/08 00:00:00+00,14,,,245.23396301,8,1,00148311
8,2007,CA,CCO,LAC,PEARBLOSSOM,00177427,2007/08/13 00:00:00+00,2007/08/14 00:00:00+00,14,,,81.03350067,8,1,00177427
9,2007,CA,CCO,LAC,SKYLINE,00183643,2007/08/21 00:00:00+00,2007/08/23 00:00:00+00,14,,,95.41855621,8,1,00183643
10,2007,CA,CCO,LAC,SESNON,00231876,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,14,,,30.3014183,8,1,00231876
11,2007,CA,CCO,LAC,SOLEDAD,00233414,2007/10/22 00:00:00+00,2007/10/23 00:00:00+00,14,,,44.16777039,8,1,00233414
12,2007,CA,CCO,LAC,Y,00233912,2007/10/23 00:00:00+00,1970/01/01 00:00:00+00,14,,,22.49172974,,1,00233912
13,2007,CA,CDF,MVU,ANGEL 3,00009233,2007/09/15 00:00:00+00,2007/09/25 00:00:00+00,4, ,837,832.12652588,7,1,00000000
14,2007,CA,CDF,MVU,BANNER,00006310,2007/07/01 00:00:00+00,2007/07/03 00:00:00+00,14,,,95.15126038,7,1,00000000
15,2007,CA,CDF,HUU,CHAMBERS,00003235,2007/07/27 00:00:00+00,2007/07/29 00:00:00+00,7,,55,54.69635773,2,1,00000000
16,2007,CA,CDF,HUU,BROWN,00002877,2007/07/08 00:00:00+00,2007/07/08 00:00:00+00,2,,20,18.73177338,2,1,00000000
17,2007,CA,CDF,HUU,DRIFTWOOD,00004908,2007/10/25 00:00:00+00,2007/11/05 00:00:00+00,14,,70,52.9729538,1,1,00000000
18,2007,CA,CDF,HUU,CAPPEL,00004049,2007/09/05 00:00:00+00,2007/09/11 00:00:00+00,14,,20,12.89414597,1,1,00000000
19,2007,CA,CCO,KRN,MOUNTAIN,00717959,2007/07/19 00:00:00+00,2007/07/19 00:00:00+00,14,,840.56,840.55828857,1,1,00717959
20,2007,CA,CCO,KRN,WHITE,00018055,2007/06/24 00:00:00+00,2007/06/29 00:00:00+00,2,,12432.15,12432.16015625,7,1,00718055
21,2007,CA,USF,KRN,WOFFORD,00000000,2007/05/09 00:00:00+00,2007/05/13 00:00:00+00,9, ,567,567.456604,2,1,0713610
22,2007,CA,CCO,LAC,PEARBLOSSOM,00080271,2007/04/12 00:00:00+00,2007/04/13 00:00:00+00,14,,77,77.80277252,8,1,00080271
23,2007,CA,CCO,LAC,ISLAND,00102481,2007/05/10 00:00:00+00,2007/05/17 00:00:00+00,14,,4750,4722.96582031,8,1,00102481
24,2007,CA,CCO,LAC,CANYON,00148415,2007/07/07 00:00:00+00,1970/01/01 00:00:00+00,14,,743,743.47991943,,1,00148415
25,2007,CA,CCO,LAC,FAIRMONT,00193853,2007/09/01 00:00:00+00,2007/09/08 00:00:00+00,14,,211,211.62194824,8,1,00193853
26,2007,CA,CDF,FKU,AUBERRY,00009400,2007/08/28 00:00:00+00,2007/09/03 00:00:00+00,10,,150,150.93606567,2,1,00009400
27,2007,CA,CDF,FKU,GATOS,00009688,2007/09/02 00:00:00+00,2007/09/05 00:00:00+00,1,,100,83.05220032,2,1,00009688
28,2007,CA,LRA,MVU,CORONADO HILLS,00010492,2007/10/22 00:00:00+00,1970/01/01 00:00:00+00,14,,,58.7947464,3,1,00000000
29,2007,CA,CCO,LAC,MEADOW RIDGE,00233523,2007/10/23 00:00:00+00,2007/10/25 00:00:00+00,14,,,39.1084671,8,1,00233523
30,2007,CA,CDF,MMU,HIGHWAY 41/ RD 209 3,00005998,2007/05/20 00:00:00+00,1970/01/01 00:00:00+00,14,,,329.08093262,6,1,00000000
31,2007,CA,BLM,MVU,BORDER #34,00009128,2007/09/12 00:00:00+00,2007/09/16 00:00:00+00,14,,,109.22460938,6,1,00000000
32,2007,CA,LRA,MVU,78 #4,00006655,2007/07/09 00:00:00+00,2007/07/10 00:00:00+00,10,,70,99.97422028,6,1,00000000
33,2007,CA,CDF,MVU,BORDER #25,00006524,2007/07/06 00:00:00+00,2007/07/07 00:00:00+00,4,,50,136.20993042,6,1,00000000
34,2007,CA,CDF,MVU,VUELTA,00005764,2007/06/16 00:00:00+00,2007/06/18 00:00:00+00,14,,120,214.81335449,6,1,00000000
35,2007,CA,CDF,LMU,WILLOW,00003020,2007/07/06 00:00:00+00,2007/07/17 00:00:00+00,1,Timber,75,73.36000824,1,2,00000000
36,2007,CA,CDF,LMU,LOOKOUT,00004945,2007/10/02 00:00:00+00,2007/10/03 00:00:00+00,5,Grass and Brush Mix,64,64.5118103,1,1,00000000
37,2007,CA,CDF,LMU,PINE,00002692,2007/06/23 00:00:00+00,2007/07/29 00:00:00+00,5,Grass and Brush Mix,314,481.7800293,1,1,00000000
38,2007,CA,CDF,LMU,ISLAND,00002269,2007/06/01 00:00:00+00,2007/06/04 00:00:00+00,1,"Grass and sagebrush, outside of SRA.",518,517.56292725,1,1,00000000
39,2007,CA,CDF,LNU,HWY 128,00005933,2007/08/14 00:00:00+00,2007/08/15 00:00:00+00,14,,368,508.35110474,6,1,00000000
40,2007,CA,CDF,LNU,PEAK,00004843,2007/07/11 00:00:00+00,2007/07/11 00:00:00+00,2,,60,46.32199097,5,1,00000000
41,2007,CA,CDF,LNU,MOUNTAIN,00004247,2007/06/24 00:00:00+00,2007/06/27 00:00:00+00,14,,45,49.27823639,7,1,00000000
42,2007,CA,CDF,LNU,SPRUCE,00004982,2007/07/15 00:00:00+00,2007/07/15 00:00:00+00,11,,,129.01109314,5,1,00000000
43,2007,CA,CDF,LNU,BRAYE,00003042,2007/05/18 00:00:00+00,2007/05/22 00:00:00+00,14,,450,636.5302124,6,1,00000000
44,2007,CA,CDF,LNU,ROBINSON,00005400,2007/07/28 00:00:00+00,2007/07/30 00:00:00+00,7,Started on Robinson Rancheria,128,121.54821777,1,1,00000000
45,2007,CA,CDF,LNU,WEST,00005195,2007/07/22 00:00:00+00,2007/07/22 00:00:00+00,10,,40,36.99460983,6,1,00000000
46,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007/05/08 00:00:00+00,1970/01/01 00:00:00+00,3,NPS from BARC imagery and air photo interp. Presumed accuracy 30m,,747.89837646,7,1,00000002
47,2007,CA,LRA,LAC,BARHAM,00000000,2007/03/30 00:00:00+00,2007/03/31 00:00:00+00,8,"NPS from BARC, air photo interp. Presumed accuracy 30m. Suppress by LA City?",,224.32763672,7,1,00000001
48,2007,CA,CCO,VNC,SMALL HIGHWAY,00000000,2007/06/08 00:00:00+00,2007/06/08 00:00:00+00,10,"NPS by ground GPS, presumed cause = automobile, suppressed by VTA Co?",,0.132266,1,1,00000002
49,2007,CA,CCO,VNC,RABBIT HILL,00000000,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,14,VTACO prob suppress. NPS map by recon & airpic interp. Cause unkn. Accuracy 15m,,16.84096336,7,1,00000003
50,2007,CA,CCO,VNC,ROADSIDE,00000000,2007/04/30 00:00:00+00,2007/04/30 00:00:00+00,9,"VTACO prob suppress.  NPS map ground GPS, in threat zone, accuracy 10m",,0.32058397,1,1,00000001
51,2007,CA,CCO,VNC,DEER RIDGE,00000239,2007/04/01 00:00:00+00,2007/04/01 00:00:00+00,9,"By NPS LE (ground GPS?), presumed accuracy 30m. cause unkn, presumed human",0.3,0.30896154,7,1,00000239
52,2007,CA,CCO,LAC,TRIUNFO,00000313,2007/05/09 00:00:00+00,2007/05/09 00:00:00+00,9,"NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",0.2,0.30898094,8,1,00000313
53,2007,CA,CCO,ORC,241 (HAYSTACK),00000000,2007/05/26 00:00:00+00,1970/01/01 00:00:00+00,10, ,,0.23822019,,1,00000000
54,2007,CA,CCO,ORC,PIONEER,00000000,2007/05/26 00:00:00+00,1970/01/01 00:00:00+00,8, ,,0.33881804,,1,00034237
55,2007,CA,CCO,ORC,FREEMONT/IRVINE LAKE,00000000,2007/06/22 00:00:00+00,1970/01/01 00:00:00+00,16, ,,9.48876381,,1,00039619
56,2007,CA,CCO,ORC,ANTONIO,00000000,2007/06/25 00:00:00+00,1970/01/01 00:00:00+00,11, ,,0.87953585,,1,07040974
57,2007,CA,CCO,ORC,FREEWAY INCIDENT,00000000,2007/09/18 00:00:00+00,1970/01/01 00:00:00+00,8, ,,2.45462561,,1,00060896
58,2007,CA,CCO,ORC,CROWN VALLEY,00000000,2007/07/13 00:00:00+00,1970/01/01 00:00:00+00,8, ,,22.87266541,,1,07045332
59,2007,CA,CCO,ORC,261 INCIDENT,00000000,2007/07/27 00:00:00+00,1970/01/01 00:00:00+00,10, ,,89.76793671,,1,07048570
60,2007,CA,CDF,RRU,ROCA,00091948,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,11,,256,270.02651978,7,1,00000000
61,2007,CA,CCO,SBC,CEMETERY,00006785,2007/08/20 00:00:00+00,2007/08/23 00:00:00+00,8,Children playing with fire,490,501.57867432,7,1,00006785
62,2007,CA,CCO,SBC,MARIPOSA,00007295,2007/09/03 00:00:00+00,2007/09/04 00:00:00+00,11,,187,188.25462341,7,1,00007295
63,2007,CA,CCO,SBC,SEDGWICK,00008758,2007/10/21 00:00:00+00,2007/10/23 00:00:00+00,11,CA-LPF-001783,710,808.82922363,7,1,00008758
64,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007/08/14 00:00:00+00,2007/08/14 00:00:00+00,14,"perim = 5ac circle, by NPS, from oblique air photo. Cause unknown",,4.96196938,5,1,00000003
65,2007,CA,CCO,LAC,AGOURA,00000420,2007/06/21 00:00:00+00,2007/06/21 00:00:00+00,9,"NPS by ground GPS. Accuracy 20m. cause = ukn, presumed human",0.8,0.80840141,1,1,00000420
66,2007,CA,CCO,LAC,KANAN,00000457,2007/07/03 00:00:00+00,2007/07/03 00:00:00+00,2,NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement,0.5,0.51394385,1,1,00000457
67,2007,CA,CCO,LAC,FLORES,00000535,2007/08/05 00:00:00+00,2007/08/05 00:00:00+00,10,"NPS by ground GPS. Cause = vehicle fire, accuracy 10m",0.1,0.09350429,1,1,00000535
68,2007,CA,CCO,LAC,AGOURA 2,00000677,2007/10/07 00:00:00+00,2007/10/07 00:00:00+00,7,"NPS by ground GPS. arson suspected, accuracy 20m",2,2.01441216,1,1,00000677
69,2007,CA,CCO,LAC,VIRGENES,00000717,2007/11/03 00:00:00+00,2007/11/03 00:00:00+00,9,"Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",0.1,0.01678047,7,1,00000717
70,2007,CA,LRA,RRU,RIVER,00037425,2007/04/28 00:00:00+00,2007/04/28 00:00:00+00,14,,488,158.04161072,7,1,00000000
71,2007,CA,CDF,RRU,ROSA,00092560,2007/10/22 00:00:00+00,2007/10/22 00:00:00+00,14,,200,409.634552,7,1,00000000
72,2007,CA,CCO,ORC,LAGUNA CANYON,00000000,2007/03/08 00:00:00+00,2007/03/08 00:00:00+00,3, ,,2.8425734,8,1,00000000
73,2007,CA,CCO,ORC,241 INCIDENT,00000000,2007/03/11 00:00:00+00,2007/03/13 00:00:00+00,7, ,,1618.07922363,7,1,07016557
74,2007,CA,CCO,ORC,,00000000,2007/01/07 00:00:00+00,2007/01/07 00:00:00+00,8, ,,14.80335808,8,1,00000000
75,2007,CA,CCO,ORC,ROSE,00000000,2007/04/12 00:00:00+00,2007/04/12 00:00:00+00,11, ,2.5,8.33595562,8,1,00024073
76,2007,CA,CDF,AEU,BAYNE,00011527,2007/07/01 00:00:00+00,2007/07/01 00:00:00+00,7,,126,125.96057129,1,1,00000000
77,2007,CA,CDF,AEU,PLACERVILLE,00010561,2007/06/18 00:00:00+00,2007/06/18 00:00:00+00,14,,1.2,0.98178816,6,1,00000000
78,2007,CA,DOD,MCP,AMMO,00000000,2007/10/23 00:00:00+00,2007/11/01 00:00:00+00,14,,21084,21493.90820313,8,1,00001111
79,2007,CA,CDF,BDU,RED STAR,00000287,2007/01/07 00:00:00+00,2007/01/07 00:00:00+00,14,CAL FIRE Wildland Contract area.,209,208.71444702,1,1,00000000
80,2007,CA,USF,KNF,BACK,00000034,2007/07/06 00:00:00+00,2007/07/14 00:00:00+00,1,Part of the China-Back Complex,28,28.20994186,8,1,00000034
81,2007,CA,USF,KNF,CHINA,00000043,2007/07/10 00:00:00+00,2007/08/18 00:00:00+00,1,Part of the China-Back Complex,2906,2939.36328125,7,1,00000043
82,2007,CA,USF,KNF,SKY,00000033,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00,1, ,22,21.53662109,6,1,00000033
83,2007,CA,USF,BDF,BUTLER,00000138,2007/09/01 00:00:00+00,2007/09/05 00:00:00+00,1,,85,87.50257874,5,1,00000138
84,2007,CA,USF,KNF,DOGWOOD,00000068,2007/08/29 00:00:00+00,2007/09/04 00:00:00+00,1, ,12,12.92591763,6,1,00000068
85,2007,CA,USF,BDF,ELLIOT,00000140,2007/09/01 00:00:00+00,2007/09/03 00:00:00+00,1, ,15,18.19048691,6,1,00000140
86,2007,CA,USF,BDF,DEVORE,00000095,2007/08/04 00:00:00+00,2007/08/04 00:00:00+00,2, ,10,14.00033855,6,1,00000095
87,2007,CA,USF,BDF,SAND,00000093,2007/08/02 00:00:00+00,2007/08/05 00:00:00+00,5, ,100,108.17876434,6,1,00000093
88,2007,CA,USF,BDF,BLUECUT,00000077,2007/07/13 00:00:00+00,2007/07/13 00:00:00+00,2, ,25,24.77841759,8,1,00000077
89,2007,CA,USF,MDF,ROCK BSFMU A6,00000022,2007/07/06 00:00:00+00,2007/07/25 00:00:00+00,1, ,268,267.275177,1,1,00000022
90,2007,CA,USF,INF,SAGE,00000015,2007/07/06 00:00:00+00,2007/07/11 00:00:00+00,1,Part of the Inyo Complex,6460,6462.62011719,2,1,00000015
91,2007,CA,CDF,ORC,SANTIAGO,00000085,2007/10/21 00:00:00+00,2007/11/08 00:00:00+00,9,,28476,28429.98046875,3,1,00000085
92,2007,CA,USF,INF,SENTINEL,00000025,2007/07/05 00:00:00+00,2007/07/14 00:00:00+00,1, ,13,12.16587067,1,1,00000025
93,2007,CA,USF,INF,SEVEN,00000023,2007/07/06 00:00:00+00,2007/07/13 00:00:00+00,1,Part of the Inyo Complex,1633,1643.76879883,2,1,00000023
94,2007,CA,USF,BDF,SLIDE,00000167,2007/10/22 00:00:00+00,2007/11/14 00:00:00+00,9, ,12759,12769.24804688,7,1,00000167
95,2007,CA,CDF,MVU,RICE,00010502,2007/10/07 00:00:00+00,2007/11/05 00:00:00+00,9,,,9471.85351563,3,1,00000000
96,2007,CA,BLM,BBD,LARSON,00000557,2007/06/01 00:00:00+00,2007/06/11 00:00:00+00,1,Hope this works.  If not let me know and will try again.,1080,1075.99938965,2,1,00000557
97,2007,CA,BLM,NOD,PONDEROSA,00006532,2007/09/19 00:00:00+00,2007/09/12 00:00:00+00,11,10 of the 15 acres was on BLM land,15,14.6404047,1,1,00006532
98,2007,CA,BLM,NOD,TWIN,00004262,2007/08/31 00:00:00+00,2007/08/31 00:00:00+00,1, ,30.32,30.30834389,1,1,00004262
99,2007,CA,BLM,BBD,WALKER,00000622,1970/01/01 00:00:00+00,2007/04/06 00:00:00+00,1, ,793.3,794.12402344,1,1,00000622
100,2007,CA,BLM,NOD,LAKE,00006277,2007/09/03 00:00:00+00,1970/01/01 00:00:00+00,9, ,,12.5574398,,1,00006277
101,2007,CA,BLM,BBD,BROWN,00001504,2007/07/20 00:00:00+00,2007/06/23 00:00:00+00,9, ,84.7,1430.31726074,1,1,00001504
102,2007,CA,BLM,BBD,BODFISH,00001379,2007/06/10 00:00:00+00,2007/06/11 00:00:00+00,14, ,213,213.11619568,2,1,00001379
103,2007,CA,BLM,NOD,DANHAUSER,00004229,2007/08/30 00:00:00+00,2007/08/31 00:00:00+00,14,,145,145.13973999,8,1,00004229
104,2007,CA,BLM,BBD,SAN BENITO,00002767,2007/08/18 00:00:00+00,2007/08/19 00:00:00+00,14,,15,16.03662682,8,1,00002767
105,2007,CA,BLM,NOD,SCHOTT,00000285,2007/01/24 00:00:00+00,2007/01/24 00:00:00+00,14,,99,60.5663414,8,1,00000285
106,2007,CA,CDF,BTU,HONEY,00005890,2007/05/22 00:00:00+00,2007/05/28 00:00:00+00,11,,726,726.40356445,2,1,00000000
107,2007,CA,LRA,BTU,HWY 32,00009279,2007/08/03 00:00:00+00,2007/08/03 00:00:00+00,10,,380,247.54698181,1,1,00000000
108,2007,CA,CDF,BTU,BANGOR,00009467,2007/08/07 00:00:00+00,2007/08/07 00:00:00+00,7,,1057,1057.20214844,1,1,00000000
109,2007,CA,CDF,FKU,PANOCHE,002844,2007/03/22 00:00:00+00,2007/03/23 00:00:00+00,11,,300,73.78704834,1,1,00002844
110,2007,CA,CDF,FKU,TAR,00008730,2007/08/10 00:00:00+00,2007/08/19 00:00:00+00,14, ,5670,5671.02832031,2,1,00008730
111,2007,CA,USF,STF,BOURLAND,,2007/10/30 00:00:00+00,1970/01/01 00:00:00+00,1,20090305,28,29.35806847,6,2,00000090
112,2007,CA,USF,SNF,MONO,00000004,2007/04/05 00:00:00+00,2007/05/25 00:00:00+00,1, ,98,98.08346558,2,1,00000004
113,2007,CA,USF,PNF,MOONLIGHT,00000098,2007/09/03 00:00:00+00,2007/09/25 00:00:00+00,2, ,64995,64959.95703125,7,1,00000098
114,2007,CA,USF,CNF,MCCOY,00000086,2007/10/21 00:00:00+00,2007/10/24 00:00:00+00,9,,353,353.13928223,1,1,00000086
115,2007,CA,CDF,LAC,NORTH,00000129,2007/09/02 00:00:00+00,2007/09/02 00:00:00+00,1,,2200,2122.3425293,8,1,00000129
116,2007,CA,USF,INF,OAK,00000022,2007/07/06 00:00:00+00,2007/07/13 00:00:00+00,1,Part of the Inyo Complex,12051,27062.86914063,2,1,00000022
117,2007,CA,USF,INF,OHAREL,00000052,2007/10/29 00:00:00+00,2007/12/18 00:00:00+00,1, CONT_DATE is the Fire Out Date from NIFMID,560,596.91589355,1,2,00000052
118,2007,CA,USF,CNF,PINE,00000073,2007/09/12 00:00:00+00,2007/10/02 00:00:00+00,4, ,2170,2111.76806641,7,1,00000073
119,2007,CA,USF,SRF,PIONEER,00000017,2007/07/11 00:00:00+00,2007/07/13 00:00:00+00,1, ,25,25.06350327,7,1,00000017
120,2007,CA,CDF,MVU,POOMACHA,00010643,2007/10/23 00:00:00+00,2007/12/01 00:00:00+00,9,,49390,49410.96875,7,1,00000087
121,2007,CA,USF,MDF,RATTLESNAKE,00000038,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00,1, ,14,14.43093395,1,1,00000038
122,2007,CA,USF,SQF,RICHBAR,00000066,2007/10/23 00:00:00+00,2007/10/23 00:00:00+00,9, ,13,13.4325943,6,1,00000066
123,2007,CA,USF,SQF,RIVER,00000036,2007/08/01 00:00:00+00,2007/08/01 00:00:00+00,2,,150,149.88673401,6,1,00000036
124,2007,CA,USF,TNF,RALSTON,00001443,2006/09/05 00:00:00+00,2007/09/17 00:00:00+00,9, ,8422,8421.04394531,2,1,00000064
125,2007,CA,CDF,MEU,PASS,00005025,2007/07/10 00:00:00+00,2007/07/11 00:00:00+00,14,,444,444.15713501,2,1,00005025
126,2007,CA,CDF,NEU,EIGHTY,00018249,2007/08/22 00:00:00+00,2007/08/22 00:00:00+00,2,,,78.04229736,1,1,00000000
127,2007,CA,LRA,NEU,ATHENS,00016528,2007/08/02 00:00:00+00,2007/08/02 00:00:00+00,10,,,15.18610859,1,1,00000000
128,2007,CA,LRA,NEU,WEST BUTTE,00016014,2007/07/27 00:00:00+00,2007/07/27 00:00:00+00,14,"LRA adj to Sutter Buttes, CDF aircraft used",,83.31375122,1,1,00000000
129,2007,CA,LRA,NEU,PEACE VALLEY,00020787,2007/09/21 00:00:00+00,2007/09/22 00:00:00+00,1,"LRA in Sutter Buttes, Burned State Park lands",,282.39373779,1,1,00000000
130,2007,CA,CDF,NEU,CROSBY,00010759,2007/05/28 00:00:00+00,2007/05/28 00:00:00+00,1,,,20.30935669,1,1,00000000
131,2007,CA,LRA,NEU,FIDDYMENT,00011118,2007/06/01 00:00:00+00,2007/06/01 00:00:00+00,8,,,62.63405991,1,1,00000000
132,2007,CA,CDF,NEU,WILSON,00007290,2007/04/09 00:00:00+00,2007/04/09 00:00:00+00,5,,,13.75327206,1,1,00000000
133,2007,CA,CDF,NEU,SMARTVILLE,00013538,2007/06/29 00:00:00+00,2007/06/29 00:00:00+00,1,,,197.49064636,1,1,00000000
134,2007,CA,CDF,NEU,SIXTY-FIVE,00015674,2007/07/23 00:00:00+00,2007/07/23 00:00:00+00,14,,,29.60796356,1,1,00000000
135,2007,CA,CDF,NEU,SIXTY-FIVE 2,00020203,2007/09/14 00:00:00+00,2007/09/14 00:00:00+00,14,,,30.92793846,1,1,00000000
136,2007,CA,CDF,RRU,COLINA,00079386,2007/09/10 00:00:00+00,2007/09/10 00:00:00+00,14,,388,374.44659424,7,1,00000000
137,2007,CA,CDF,RRU,LAGUNA,00080051,2007/09/12 00:00:00+00,2007/09/12 00:00:00+00,14,,12,12.43934727,7,1,00000000
138,2007,CA,LRA,RRU,POLK,00041579,2007/05/10 00:00:00+00,2007/05/10 00:00:00+00,14,,56,84.79376221,7,1,00000000
139,2007,CA,CDF,RRU,MOCKINGBIRD,00001600,2007/10/05 00:00:00+00,2007/10/05 00:00:00+00,14,,671,737.27154541,7,1,00000000
140,2007,CA,CDF,NEU,PETERSON,00014260,2007/07/06 00:00:00+00,2007/07/06 00:00:00+00,7,,,14.47645473,1,1,00000000
141,2007,CA,CDF,NEU,JASPER,00021576,2007/10/02 00:00:00+00,2007/10/02 00:00:00+00,2,,,85.65826416,1,1,00000000
142,2007,CA,CDF,NEU,MOONEY,00018335,2007/08/23 00:00:00+00,2007/08/23 00:00:00+00,14,,,49.3754425,1,1,00000000
143,2007,CA,CDF,NEU,NADER,00016198,2007/07/29 00:00:00+00,2007/07/29 00:00:00+00,14,,,16.27154732,1,1,00000000
144,2007,CA,USF,LNF,COLBY,00000037,2007/08/10 00:00:00+00,2007/08/19 00:00:00+00,7, ,168,253.65028381,1,1,00000037
145,2007,CA,USF,MDF,COYOTE,00000061,2007/08/30 00:00:00+00,2007/08/31 00:00:00+00,1, ,20,18.42541122,1,1,00000061
146,2007,CA,USF,SNF,DEVIL,00000037,2007/08/09 00:00:00+00,2007/08/10 00:00:00+00,4, ,12,12.1689415,7,1,00000037
147,2007,CA,USF,MDF,DOME,00000051,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00,1, ,65,65.50415039,1,1,00000051
148,2007,CA,USF,KNF,ELK,00000045,2007/07/10 00:00:00+00,2007/08/04 00:00:00+00,1,Part of the Elk Complex,1144,1144.69445801,7,1,00000045
149,2007,CA,USF,MDF,FLETCHER,00000055,2007/07/10 00:00:00+00,2007/08/04 00:00:00+00,1, ,8121,8081.95654297,1,1,00000055
150,2007,CA,USF,SQF,GOLDLEDGE,00000011,2007/06/03 00:00:00+00,2007/06/16 00:00:00+00,9, ,4200,4196.01708984,2,1,00000011
151,2007,CA,USF,TNF,GRANITE,00000064,2007/07/10 00:00:00+00,2007/07/21 00:00:00+00,1, ,10,10.10742092,6,1,00000064
152,2007,CA,USF,SQF,GROUSE,00000042,2007/08/27 00:00:00+00,2007/12/18 00:00:00+00,1, ,1022,1004.11419678,6,1,00000042
153,2007,CA,USF,TMU,ANGORA,00000013,2007/06/23 00:00:00+00,2007/07/02 00:00:00+00,4, ,3100,3069.80493164,7,1,00000013
154,2007,CA,USF,BDF,GRASS VALLEY,00000165,2007/10/22 00:00:00+00,2007/12/31 00:00:00+00,9,,1247,1242.37072754,7,1,00000165
155,2007,CA,USF,MDF,HARVEY,00000052,2007/07/12 00:00:00+00,2007/07/15 00:00:00+00,1, ,15,15.22974014,1,1,00000052
156,2007,CA,USF,CNF,HAUSER,00000025,2007/06/05 00:00:00+00,2007/06/05 00:00:00+00,4, ,17,17.11760902,1,1,00000025
157,2007,CA,USF,MDF,HOWARDS GULCH,00000005,2007/04/16 00:00:00+00,2007/04/17 00:00:00+00,6, ,23,21.9977417,1,1,00000005
158,2007,CA,USF,KNF,HUMMINGBIRD,00000058,2007/07/10 00:00:00+00,2007/12/06 00:00:00+00,1,"Part of the Elk Complex, Total Cost 18,600,000",80,80.30073547,7,1,00000058
159,2007,CA,USF,SQF,JAMES,00000004,2007/04/29 00:00:00+00,2007/08/02 00:00:00+00,9, ,1350,1348.93237305,1,1,00000004
160,2007,CA,USF,SRF,JEDIDIAH,00000019,2007/07/11 00:00:00+00,2007/07/14 00:00:00+00,1, ,85,85.58557129,7,1,00000019
161,2007,CA,USF,SHF,LAZY,00000088,2007/08/29 00:00:00+00,2007/09/09 00:00:00+00,1, ,599,597.47918701,2,1,00000088
162,2007,CA,USF,TNF,MARBLE,00000098,2007/10/18 00:00:00+00,2007/10/20 00:00:00+00,5, ,27,26.60559654,1,1,00000098
163,2007,CA,CDF,BDU,LOS FLORES,00003475,2007/03/31 00:00:00+00,1970/01/01 00:00:00+00,1,Fire started in Hesperia City. 200 ac of SRA,1600,4099.96582031,2,1,00000000
164,2007,CA,CDF,BDU,MERIDIAN,00007330,2007/07/05 00:00:00+00,2007/07/06 00:00:00+00,1,,447,445.72775269,1,1,00000000
165,2007,CA,CDF,BDU,MARTIN RANCH,00011653,2007/10/23 00:00:00+00,2007/10/24 00:00:00+00,11,Fire started in San Bernardino City. 75 ac in SRA,123,602.23236084,2,1,00000000
166,2007,CA,CDF,BDU,GLEN HELEN  2,00011579,2007/10/21 00:00:00+00,2007/10/22 00:00:00+00,2,,150,163.57954407,6,1,00000000
167,2007,CA,CDF,BDU,DEVORE 2,00011583,2007/10/21 00:00:00+00,2007/10/22 00:00:00+00,14,,187,86.78253174,6,1,00000000
168,2007,CA,CDF,BEU,QUIEN,00003537,2007/08/30 00:00:00+00,2007/09/02 00:00:00+00,1,,422,422.32995605,2,1,00000000
169,2007,CA,CDF,BEU,BRYSON,00001545,2007/05/12 00:00:00+00,2007/05/12 00:00:00+00,2,,28,24.73461914,1,1,00000000
170,2007,CA,CDF,BEU,SOLEDAD,00001023,2007/03/29 00:00:00+00,2007/03/29 00:00:00+00,5,,36,37.53804779,1,1,00000000
171,2007,CA,CDF,BEU,COLORADO,00004103,2007/10/08 00:00:00+00,2007/10/08 00:00:00+00,15,Firefighter Fatality,25,24.84289742,7,1,00000000
172,2007,CA,CDF,BEU,AVENIDA,002277,2007/06/26 00:00:00+00,2007/06/26 00:00:00+00,2,,44,33.98232269,6,1,00000000
